q0 q1 q2 q3 weights
0.89629555 -0.06825285 -0.28517503 -0.33267266 0.00001090
0.95519811 -0.14817397 0.23903623 -0.09221000 0.00001252
0.92733502 0.14689906 0.34364656 -0.01942794 0.00001130
0.91797650 -0.17557345 0.21894097 0.28028193 0.00001329
0.87719631 0.19454554 0.31911102 -0.30140814 0.00001295
0.92859334 0.09754325 0.26564455 -0.24006808 0.00001132
0.97663969 0.17850065 0.07507814 0.09314376 0.00001330
0.92646688 -0.23942295 -0.23021439 0.17702293 0.00001176
0.96946019 0.01324159 -0.20909548 -0.12747836 0.00001272
0.94695097 0.25625449 -0.17787065 0.07732727 0.00001337
0.95159155 -0.02020837 -0.16527422 -0.25835931 0.00001306
0.89436710 0.33803952 0.14069535 -0.25698569 0.00001217
0.92177361 0.21688215 -0.17257890 0.27113101 0.00001268
0.97234744 0.04910197 0.07702341 0.21493454 0.00001307
0.89021116 0.14215392 -0.30167356 -0.31033751 0.00001251
0.90147996 0.03154024 0.30654669 -0.30392134 0.00001216
0.92739052 0.24543069 -0.27963698 0.03890692 0.00001320
0.96240455 0.00462456 0.13450478 0.23593330 0.00001306
0.88004470 0.35043532 0.14948238 0.28349853 0.00001270
0.97181773 -0.15465376 0.01596905 -0.17719327 0.00001367
0.98760277 -0.06677408 0.10052776 -0.10037997 0.00001300
0.96387607 -0.13700043 0.22801842 0.01346998 0.00001250
0.99774545 -0.06465212 -0.01559965 -0.00898398 0.00001120
0.95005870 -0.10585643 0.12492619 -0.26566210 0.00001370
0.93640000 -0.03426067 0.16043416 0.31022924 0.00001253
0.95744616 -0.04876190 0.26632652 -0.09994641 0.00001271
0.92846793 0.25541201 -0.26596114 -0.04446026 0.00001250
0.95899731 0.12254651 0.13334523 -0.21800363 0.00001253
0.96897674 -0.23187833 0.01389416 0.08440048 0.00001256
0.95046496 0.25174636 -0.18162365 0.01590580 0.00001230
0.93355507 0.14298949 -0.25620571 -0.20588256 0.00001274
0.98909712 -0.07415463 0.05831017 0.11308365 0.00001160
0.94061613 -0.13255265 -0.25673100 -0.17821400 0.00001258
0.95282763 -0.19790684 0.21829358 0.07280339 0.00001159
0.93531984 0.34311053 0.08130161 0.02901698 0.00001295
0.87657261 0.35191640 0.31466845 -0.09359006 0.00001327
0.86095506 0.34213910 -0.32558158 -0.18892811 0.00001290
0.90983498 0.36935079 -0.15385580 0.11003940 0.00001275
0.89769977 -0.31122300 -0.01577902 -0.31149051 0.00001165
0.92439920 -0.28831449 -0.04547305 -0.24554643 0.00001250
0.90988398 -0.10307448 0.16431089 0.36672711 0.00001287
0.91855609 0.35726339 0.04500962 -0.16306965 0.00001337
0.96874738 -0.07908549 0.01646609 -0.23452683 0.00001283
0.92613161 0.21016987 0.31321529 -0.00224210 0.00001181
0.93616295 0.16170003 -0.25074798 -0.18595022 0.00001264
0.89481747 0.25866756 0.35622263 0.07415014 0.00001222
0.92143607 -0.27007762 0.21424805 -0.17919666 0.00001258
0.94225222 -0.30563462 -0.12884893 0.04632748 0.00001367
0.91842347 -0.11581967 0.20772019 -0.31612724 0.00001206
0.92937297 -0.14219265 0.05413919 0.33632734 0.00001236
0.86886024 0.21667182 -0.27983740 -0.34615922 0.00001312
0.88284975 0.21578892 -0.31751981 -0.27054143 0.00001276
0.96359611 0.11047185 -0.07265342 0.23237902 0.00001318
0.98314393 -0.10474117 0.11789084 -0.09251502 0.00001275
0.98644567 0.09846003 0.06525306 0.11389752 0.00001281
0.92029536 0.35392129 -0.16619515 -0.01324359 0.00001204
0.90176421 -0.29347512 0.10163037 -0.30060750 0.00001209
0.95234025 0.29328680 -0.06990214 0.04630982 0.00001271
0.97007453 -0.22278069 -0.06100291 0.07485180 0.00001225
0.96733475 0.20682400 0.10410696 0.10319441 0.00001149
0.97864574 0.12820366 -0.00922993 0.16040935 0.00001285
0.92474324 -0.32616475 -0.01142623 -0.19579579 0.00001259
0.90723634 0.20061599 0.30184716 0.21345665 0.00001315
0.96584499 -0.25642818 0.03702346 0.00415672 0.00001166
0.93607175 -0.19904667 -0.27302620 0.09801431 0.00001252
0.88256758 -0.06046603 -0.31583059 0.34302971 0.00001229
0.90542293 0.04422605 0.32627347 0.26795343 0.00001240
0.87219346 -0.35961616 0.10580826 0.31426010 0.00001234
0.91573238 -0.30708402 0.12015060 0.22955930 0.00001223
0.90274119 0.33183041 0.12023330 -0.24594894 0.00001303
0.86917228 -0.34439373 0.12386703 -0.33254990 0.00001268
0.88315558 -0.33856124 0.16298300 -0.28080073 0.00001151
0.94115043 -0.02181374 0.09742197 -0.32290709 0.00001284
0.97066784 -0.07152631 -0.18746160 0.13246141 0.00001230
0.87901926 0.23320976 0.32930517 0.25396156 0.00001212
0.92652863 0.00717235 0.31275642 -0.20898972 0.00001240
0.88253599 0.36120790 -0.26109204 0.14996685 0.00001153
0.91897452 0.19353428 -0.05089006 -0.33976531 0.00001204
0.89328563 0.22940598 -0.33515522 0.19257385 0.00001269
0.98677343 0.03906056 0.00206913 -0.15731566 0.00001267
0.94969714 -0.22624436 0.20872329 0.05764898 0.00001320
0.91960710 -0.16550902 -0.25577304 0.24801140 0.00001334
0.94919187 0.16971590 0.03418072 0.26279846 0.00001271
0.95391327 0.15761121 0.21209037 -0.14221768 0.00001267
0.95008588 0.07252721 0.20318429 -0.22537251 0.00001167
0.88320887 -0.17198679 -0.24914742 0.35817343 0.00001275
0.94509411 0.07664675 -0.30442396 -0.09082069 0.00001279
0.97660404 -0.12621060 -0.05357573 -0.16566561 0.00001227
0.97231704 0.08398848 -0.21531434 0.03442745 0.00001260
0.95796978 -0.06162402 0.19281186 0.20327300 0.00001170
0.95520461 0.08264315 0.28355786 -0.01868718 0.00001193
0.95711946 -0.24266078 -0.14334446 -0.06701045 0.00001237
0.93562084 0.23587649 0.14970203 -0.21578974 0.00001282
0.90923697 0.11599727 0.33688980 0.21526280 0.00001213
0.98676634 0.05924965 -0.06946484 0.13400123 0.00001309
0.91938347 -0.24239723 0.26225114 0.16493006 0.00001338
0.88115543 0.11065409 -0.33439553 -0.31543684 0.00001180
0.96506578 -0.01530582 -0.10533150 0.23941396 0.00001255
0.95267117 -0.29957336 -0.01148737 -0.05041284 0.00001228
0.91386825 -0.30952230 -0.24586086 0.09269931 0.00001148
0.91549712 0.15650697 0.14055280 0.34295121 0.00001204
0.97388071 -0.18686068 -0.11711822 0.05406241 0.00001216
0.94045800 -0.10223673 0.30531827 -0.10893647 0.00001237
0.91422367 -0.12108233 -0.26331410 0.28319567 0.00001277
0.90445149 -0.29783362 0.16987869 0.25377920 0.00001233
0.88647610 -0.25495631 -0.23354964 -0.30759054 0.00001254
0.95489675 0.23402034 0.09670770 0.15509437 0.00001199
0.91282707 0.10727649 0.31199789 0.24061537 0.00001226
0.91840899 -0.05859957 -0.32657221 -0.21550316 0.00001250
0.93884468 0.03531701 0.06129571 -0.33699593 0.00001311
0.99874920 0.03636123 -0.03405251 0.00427993 0.00001244
0.97296780 -0.00175493 0.18968689 0.13171715 0.00001253
0.87595874 -0.30134529 0.30091041 0.22658382 0.00001287
0.96285671 -0.15491262 0.22115134 0.00106700 0.00001298
0.95054722 -0.11766746 -0.06633303 0.27966815 0.00001316
0.88445866 0.33329633 -0.00013324 -0.32656759 0.00001312
0.91054362 0.26028448 0.01155233 0.32098103 0.00001209
0.98414916 0.03540951 -0.17162623 -0.02722194 0.00001360
0.88498574 0.07725016 -0.36447409 -0.27926916 0.00001211
0.94209564 0.31748292 0.01370074 0.10711079 0.00001234
0.96221983 -0.16185755 0.20920733 -0.06455563 0.00001314
0.94654173 -0.04151985 0.18495186 -0.26101270 0.00001233
0.95961338 0.03543980 -0.27866089 0.01530436 0.00001287
0.92129999 -0.08709348 -0.28996959 0.24400546 0.00001218
0.93627548 -0.31595978 0.12537253 -0.08853999 0.00001350
0.94393855 -0.28371912 0.08391067 0.14643244 0.00001239
0.98246735 -0.11010075 -0.14025369 -0.05444867 0.00001175
0.89820445 -0.17175277 0.29930550 0.27229756 0.00001238
0.89643210 -0.35132831 0.26592812 -0.04754053 0.00001321
0.95940620 -0.14002906 0.03635867 0.24209435 0.00001206
0.95698541 0.01242949 -0.20914832 0.20070226 0.00001295
0.89085960 0.23838611 -0.35460502 -0.15426098 0.00001213
0.88157701 0.35052878 -0.31448370 -0.03242746 0.00001145
0.92208737 -0.29393926 -0.01883031 -0.25099805 0.00001287
0.97543621 0.04621130 -0.12510963 0.17531763 0.00001368
0.95138282 -0.27434915 -0.06377088 0.12464554 0.00001277
0.95774710 -0.04964620 -0.24627100 0.14002259 0.00001199
0.94238985 -0.16454735 0.19758436 -0.21397656 0.00001218
0.98283571 0.03909062 -0.14653105 0.10504559 0.00001277
0.93658888 -0.00590965 -0.31503510 0.15335977 0.00001253
0.95898134 -0.04187532 -0.19002113 0.20613879 0.00001266
0.97507888 0.06114705 0.01155194 -0.21295260 0.00001246
0.99522895 -0.02491714 0.06170867 0.07134798 0.00001166
0.96832997 0.21188819 0.03786108 -0.12651885 0.00001251
0.91862673 0.01074229 0.15981624 -0.36120403 0.00001340
0.91151911 0.27427602 0.15636818 0.26354226 0.00001317
0.92954701 -0.27742565 0.10425953 -0.21933389 0.00001313
0.88860369 -0.18644902 0.35732880 0.21894366 0.00001299
0.97141349 -0.20662521 -0.09151004 -0.07271703 0.00001277
0.92781967 -0.02571626 0.29196250 -0.23075350 0.00001230
0.91526598 -0.07762373 -0.31214267 0.24254836 0.00001233
0.89222330 0.25534844 0.26822880 -0.25843382 0.00001262
0.96264678 0.09429061 0.13167259 -0.21698575 0.00001258
0.93328643 0.05214144 -0.25796676 0.24435806 0.00001217
0.93598092 0.14524095 -0.07663240 -0.31140366 0.00001259
0.87304652 0.19226149 -0.30954167 0.32405126 0.00001188
0.98360872 0.13294476 -0.08843548 0.08377821 0.00001179
0.88325012 0.31958309 0.06667443 -0.33658639 0.00001154
0.91496605 -0.30799758 0.23397301 0.11502703 0.00001299
0.94776279 -0.15819408 0.27548510 0.02878033 0.00001170
0.88147336 -0.24422131 -0.35225594 -0.19818275 0.00001260
0.94012994 0.18212515 -0.23541041 -0.16603643 0.00001241
0.91396761 -0.02512074 0.30881938 -0.26203576 0.00001346
0.95707953 0.03911748 -0.20429638 0.20182054 0.00001216
0.91250587 0.02299041 -0.36548969 0.18226838 0.00001288
0.88815099 -0.22190876 0.23488146 0.32676455 0.00001223
0.95695996 -0.13605770 -0.11882830 0.22714700 0.00001310
0.93364531 -0.25792137 -0.22057663 0.11458156 0.00001285
0.91493899 0.36138117 -0.17224319 0.05121060 0.00001310
0.93942922 0.14316888 -0.24244337 0.19543965 0.00001300
0.92215323 0.18260816 0.33897683 -0.03718095 0.00001292
0.97410792 0.19266210 -0.01253136 0.11763535 0.00001286
0.95078337 0.14970036 -0.12961444 0.23832935 0.00001295
0.96892136 0.05969564 -0.19910660 -0.13410571 0.00001240
0.93231875 0.23069213 -0.27329963 -0.05357419 0.00001174
0.91179770 0.25832385 0.02113388 -0.31850770 0.00001182
0.95417613 -0.23105760 -0.09071581 0.16712548 0.00001246
0.97262251 -0.14191721 0.04137202 -0.17931332 0.00001277
0.94644856 -0.17589034 -0.14122781 0.23098131 0.00001201
0.93732756 0.26689559 0.19266485 -0.11429818 0.00001270
0.94382811 0.01111187 -0.06120632 -0.32452863 0.00001172
0.94657242 0.13201793 -0.04531359 0.29072082 0.00001234
0.90581769 -0.29733405 0.03965573 -0.29918924 0.00001304
0.95379376 0.00376687 -0.13512665 0.26833564 0.00001236
0.96261322 0.03578332 0.24099374 0.11839507 0.00001212
0.91755837 0.34495357 -0.12212194 0.15549891 0.00001246
0.97886455 -0.07833427 0.03969724 -0.18469466 0.00001192
0.93478113 -0.34514546 -0.07996532 -0.02577634 0.00001239
0.89296770 -0.29662228 0.20242645 0.27138072 0.00001224
0.92172426 -0.07201406 -0.08079527 -0.37243852 0.00001198
0.91931111 -0.10961053 0.37388811 -0.05532002 0.00001266
0.95057458 0.12148096 0.23129897 0.16778313 0.00001335
0.92238081 -0.13956870 -0.07792065 -0.35165700 0.00001174
0.96772808 -0.17130813 -0.15366313 0.10268150 0.00001288
0.89562935 0.00322412 -0.29900154 0.32929590 0.00001258
0.96789718 -0.23781177 0.04961135 0.06449268 0.00001360
0.89875269 0.17220335 0.17296097 0.36424464 0.00001209
0.99012589 0.13554569 -0.00650091 -0.03515350 0.00001189
0.93928087 -0.00651105 -0.22385018 -0.26000035 0.00001297
0.98472321 0.05640962 0.13450508 0.09511348 0.00001332
0.92375571 0.05530236 -0.19076550 -0.32745311 0.00001229
0.97749990 0.08742575 -0.16335587 -0.10082424 0.00001327
0.91419387 0.02883144 0.36161655 0.18069793 0.00001326
0.95568526 -0.00173131 0.29013988 -0.04981513 0.00001251
0.88391870 -0.09767106 -0.35493782 0.28838739 0.00001280
0.87797731 0.19373913 0.35549581 0.25542843 0.00001221
0.96510977 0.01232381 0.15211794 -0.21277069 0.00001213
0.93889380 0.18563846 0.26742643 0.11180277 0.00001317
0.95864654 0.09863417 -0.26482353 -0.03371376 0.00001374
0.96744037 -0.25273055 0.00195114 -0.01351370 0.00001315
0.93521005 0.22253877 -0.03593272 0.27307045 0.00001326
0.92342663 0.05189910 -0.19521618 0.32631329 0.00001284
0.94041872 0.22778203 0.16562681 0.19051448 0.00001267
0.94650400 -0.07517033 0.30976993 0.05022173 0.00001264
0.93790412 0.28013065 -0.18581925 0.08563815 0.00001292
0.94590300 -0.15017043 -0.18272668 0.22209758 0.00001303
0.90036106 0.29742092 -0.18665431 0.25700366 0.00001364
0.91342509 -0.12762931 0.34259114 0.17887604 0.00001292
0.91825265 -0.33685148 -0.19088478 0.08310326 0.00001332
0.94454277 -0.28246996 -0.12113159 -0.11565816 0.00001249
0.91013551 -0.05288373 -0.36558169 0.18763439 0.00001205
0.92611718 -0.11752576 -0.24006876 0.26619852 0.00001328
0.99094719 0.13388671 -0.00806365 -0.00574200 0.00001213
0.93353963 -0.13097003 -0.32740742 -0.06445912 0.00001258
0.92459053 0.07077161 -0.37431908 -0.00298833 0.00001388
0.92966700 0.15569091 -0.07170695 0.32609475 0.00001254
0.92431945 0.20171276 -0.26471421 -0.18674022 0.00001229
0.91973293 0.31697467 0.10264261 0.20756413 0.00001227
0.94752091 0.05590646 -0.31437659 0.01568290 0.00001248
0.92616040 -0.29911771 0.19070566 0.12801129 0.00001278
0.93605143 0.02800931 -0.34378615 -0.06952880 0.00001307
0.87591678 -0.26808390 0.19058423 0.35295683 0.00001224
0.90284675 -0.29481983 -0.13471831 0.28248897 0.00001189
0.99080038 0.08709595 -0.09552933 0.04003808 0.00001336
0.96553993 -0.24585094 -0.02819850 -0.08059046 0.00001205
0.89152694 0.17655557 0.35111529 -0.22522415 0.00001279
0.87817615 0.21234736 0.33935088 0.26183248 0.00001260
0.94504154 0.10871312 -0.23723792 -0.19696724 0.00001210
0.96979344 -0.14961946 -0.02519009 -0.19099788 0.00001222
0.93449616 -0.11978725 0.23760593 0.23645589 0.00001296
0.98141938 0.08413178 0.05523424 -0.16336153 0.00001286
0.98135823 0.00665043 -0.18972148 0.02995838 0.00001296
0.94448155 -0.13891369 0.00136934 -0.29775101 0.00001353
0.92174143 0.23715858 -0.26599398 -0.15295677 0.00001383
0.98713064 -0.14014573 0.01976545 0.07444198 0.00001257
0.88650531 0.12763140 0.32485458 -0.30378950 0.00001244
0.97019237 -0.04253481 -0.01271174 -0.23823503 0.00001302
0.93954641 0.10620331 -0.13884580 0.29444063 0.00001280
0.90412307 0.22935799 -0.09260719 0.34839672 0.00001245
0.93390882 0.24071665 -0.26348031 -0.02116418 0.00001258
0.89581811 0.33981928 -0.06900935 -0.27797574 0.00001268
0.87553930 -0.33299077 -0.00595274 0.35001808 0.00001375
0.94207650 -0.20359223 0.26514563 -0.02719995 0.00001308
0.97556221 0.13492861 -0.07568891 0.15602495 0.00001202
0.90258873 -0.03477312 0.22493945 0.36541304 0.00001147
0.90018022 -0.29818851 0.14176749 -0.28400916 0.00001234
0.97974622 0.07494408 -0.10247961 -0.15485054 0.00001311
0.89054471 0.33801082 -0.12103944 -0.27933538 0.00001339
0.94160193 -0.05043972 -0.20082246 -0.26554084 0.00001307
0.92713141 0.03377370 -0.02570572 0.37232500 0.00001278
0.92667121 -0.00040027 -0.13406934 0.35114908 0.00001253
0.94812196 0.31091264 -0.02473475 0.06153298 0.00001171
0.93355638 0.14664695 0.19923912 0.25936642 0.00001242
0.92620265 0.13706224 0.31564710 -0.15404384 0.00001343
0.87160635 0.33323956 0.25675970 -0.25165096 0.00001165
0.94654298 -0.10634271 -0.29177740 0.08725583 0.00001264
0.96186006 -0.25670639 0.00011222 -0.09448275 0.00001175
0.98479635 -0.13233291 -0.04856820 -0.10151523 0.00001283
0.95760459 -0.00717417 0.05806016 -0.28208339 0.00001327
0.97474223 0.19468449 -0.10053078 0.04323348 0.00001276
0.96423632 -0.06457198 0.20872217 0.15004623 0.00001298
0.92979270 0.27109897 0.02664435 0.24755001 0.00001196
0.93954289 0.17186153 -0.25559750 -0.14964168 0.00001242
0.89776188 -0.33574614 0.24484833 0.14610769 0.00001282
0.91651607 -0.03789597 0.23048061 0.32471663 0.00001263
0.89638674 0.25292999 0.28892446 -0.22144949 0.00001228
0.94543493 -0.12094107 -0.26578081 0.14452212 0.00001249
0.93876827 0.05116864 0.16683909 0.29708689 0.00001198
0.95715123 0.28541371 0.04707929 0.01356864 0.00001194
0.93687499 0.24839154 0.06625547 0.23701717 0.00001286
0.90092778 0.35066316 0.03592782 0.25312772 0.00001178
0.94440305 0.12456840 0.29203644 0.08544213 0.00001142
0.87176090 0.33054253 -0.07628840 -0.35348925 0.00001209
0.88784951 -0.27145177 0.36284974 0.07985739 0.00001266
0.90312690 -0.32717985 0.27503419 0.04088170 0.00001325
0.99172580 0.07097605 -0.09043422 -0.05713180 0.00001224
0.96585786 0.04472696 -0.20225018 -0.15560491 0.00001281
0.89262140 0.33785912 -0.25166300 0.16044931 0.00001298
0.95924670 0.03627474 0.27917135 0.02435646 0.00001268
0.94150722 0.13599941 0.25707948 -0.17023075 0.00001281
0.92136312 -0.37681168 -0.04294258 -0.08519893 0.00001233
0.87289840 0.06929119 -0.34014475 0.34285372 0.00001288
0.95327532 -0.04067108 -0.20802364 -0.21526310 0.00001233
0.89767414 0.27797157 0.20471841 -0.27386728 0.00001152
0.95494598 0.16677585 -0.24502562 0.01504891 0.00001264
0.96181500 0.06959835 0.18741043 -0.18693657 0.00001212
0.91142780 0.25435343 0.30789784 0.09900821 0.00001311
0.93639237 0.25684828 0.01171659 0.23887436 0.00001287
0.96898776 0.18979605 0.15397939 -0.03647655 0.00001243
0.95667064 -0.13056836 -0.25717390 0.03993418 0.00001208
0.95071417 0.20061642 0.19663396 -0.13126586 0.00001224
0.91700971 -0.25261304 -0.14778940 0.27099475 0.00001365
0.99054664 -0.06836652 0.09393074 -0.07294084 0.00001292
0.90015012 -0.29226506 0.20989145 0.24547200 0.00001176
0.86579263 0.34285623 0.13269666 0.33947662 0.00001357
0.96640289 0.23542464 0.00367987 -0.10308823 0.00001228
0.89297897 0.25569540 0.09892173 0.35696346 0.00001236
0.92771494 0.35798424 0.10126639 0.03061640 0.00001271
0.93157393 0.22744124 0.22945274 0.16670907 0.00001226
0.92878169 -0.34630916 0.10889100 0.07468127 0.00001251
0.94061661 0.14456061 -0.27849731 0.12954491 0.00001208
0.86896622 -0.31381771 0.16878864 -0.34340441 0.00001200
0.96920931 -0.14287731 0.13144329 0.15146613 0.00001331
0.97288281 -0.01572098 -0.21281677 0.08922397 0.00001280
0.90736276 0.02664766 0.22581983 0.35353667 0.00001173
0.91104555 0.02022970 -0.33984664 0.23257473 0.00001417
0.96527481 -0.24734686 -0.07012942 -0.04632468 0.00001217
0.89563751 0.15984350 0.21665978 0.35403681 0.00001209
0.91328526 -0.23587887 -0.29142377 0.15919609 0.00001276
0.96521246 0.01991369 -0.25734758 -0.04171966 0.00001281
0.90532047 0.08263297 -0.31729856 0.26997826 0.00001307
0.96007472 0.15164196 0.23440601 0.01774869 0.00001308
0.96525127 -0.10758793 0.00451262 0.23810597 0.00001225
0.90307289 0.26617131 -0.33632526 0.02230383 0.00001245
0.98494935 -0.16778946 -0.04106824 0.00590612 0.00001256
0.98797673 0.10742508 0.02311676 0.10875393 0.00001146
0.89919227 -0.23618685 -0.06262336 0.36297020 0.00001214
0.90320629 -0.35816237 -0.05368058 0.23034000 0.00001262
0.88561529 0.20774488 -0.27462965 0.31161863 0.00001293
0.92369086 0.26431078 0.16405876 0.22365084 0.00001299
0.95670193 0.25114685 0.14006652 -0.04503321 0.00001300
0.91945094 0.37986657 0.09435543 -0.03752846 0.00001217
0.92948979 -0.29903692 0.19950995 0.08259191 0.00001261
0.95010453 -0.30693519 -0.02623001 0.04903217 0.00001270
0.90167511 -0.22215964 -0.26990891 -0.25451177 0.00001202
0.92342997 0.21873590 0.20565076 -0.23903863 0.00001150
0.93485016 -0.21532497 0.01278342 0.28200513 0.00001217
0.93581271 0.18880945 -0.17024317 -0.24417789 0.00001166
0.87056947 0.30485368 -0.34719375 0.16920257 0.00001278
0.93735826 0.10297429 0.13457920 -0.30437508 0.00001307
0.93403774 -0.06538680 0.33158058 -0.11555247 0.00001312
0.93996513 -0.02830081 -0.08080269 -0.33035672 0.00001258
0.92901599 0.10502317 0.24544342 -0.25623620 0.00001209
0.94794798 -0.26606840 0.14506590 -0.09776582 0.00001182
0.97550219 -0.06061896 -0.17480336 -0.11901494 0.00001222
0.91029805 0.31012470 0.24742261 -0.11816186 0.00001202
0.94595659 0.15174106 0.25239408 0.13578683 0.00001263
0.92372584 0.33819160 0.13906591 -0.11409496 0.00001279
0.97459680 0.02546748 0.16963218 0.14400472 0.00001302
0.99112755 0.11690575 -0.01360890 -0.06175821 0.00001232
0.93145347 -0.01463099 -0.18672924 -0.31194958 0.00001264
0.95984268 0.12267404 0.01269913 0.25197595 0.00001210
0.95913398 -0.04662926 0.23073992 0.15699293 0.00001322
0.96462333 -0.17108805 -0.01575966 -0.19995584 0.00001180
0.92674327 -0.32881153 -0.13635120 -0.12015931 0.00001280
0.95266968 -0.08202184 -0.04723234 -0.28889787 0.00001270
0.99075371 -0.01267034 -0.06138182 0.12032812 0.00001138
0.91262430 -0.17120916 0.34142140 0.14572498 0.00001299
0.95925564 -0.12713183 0.25220132 0.00778749 0.00001264
0.89640588 0.12719123 0.31603146 -0.28355423 0.00001257
0.90291202 0.01725428 0.29641664 0.31078827 0.00001340
0.95138806 -0.05073506 0.13641796 0.27143475 0.00001196
0.87205845 -0.33734167 -0.26818559 -0.23192915 0.00001194
0.92370600 0.19079839 -0.12691864 0.30700946 0.00001216
0.96069276 -0.23270307 0.13684793 0.06474039 0.00001260
0.91785878 0.36851397 0.03334723 -0.14359915 0.00001235
0.94383609 0.29935050 0.10786692 -0.08903608 0.00001255
0.92106318 -0.04773776 0.30211863 0.24101464 0.00001258
0.93769437 -0.11690102 -0.12253990 0.30339313 0.00001246
0.94096816 0.03530223 -0.29585111 -0.16063878 0.00001215
0.91836965 0.26141739 0.28341404 -0.08907633 0.00001241
0.87843907 0.31873894 -0.17031920 0.31263658 0.00001296
0.97736430 -0.19622447 -0.07894303 -0.00478757 0.00001364
0.92946136 0.09554519 0.08741885 -0.34544262 0.00001221
0.95240170 0.24239951 -0.18254004 -0.02920009 0.00001255
0.88989162 -0.02238300 -0.28872988 -0.35245842 0.00001269
0.97817481 -0.00929993 0.00919833 0.20737152 0.00001213
0.88824069 -0.22276117 -0.17286956 -0.36265963 0.00001270
0.95445758 0.02196158 0.06256079 0.29088584 0.00001282
0.92885399 0.16152251 0.33254200 -0.02359178 0.00001233
