q0 q1 q2 q3 weights
0.90987360 0.18606535 0.29183847 0.22877939 0.00004411
0.96733779 -0.25246581 0.01594404 0.01626013 0.00004718
0.93938583 -0.20113924 -0.26617953 0.07902961 0.00004472
0.89055562 -0.06582706 -0.28902915 0.34502116 0.00004505
0.89606786 0.05434670 0.34473017 0.27435374 0.00004525
0.87693471 -0.35944274 0.08717826 0.30689803 0.00004497
0.90743291 -0.32796025 0.10026126 0.24280700 0.00004587
0.89561653 0.35266727 0.12401097 -0.24107704 0.00004483
0.86549973 -0.34455499 0.09558595 -0.35079250 0.00004266
0.89062232 -0.33075535 0.13763751 -0.28008685 0.00004594
0.94755167 0.00041995 0.09059355 -0.30649379 0.00004458
0.97220516 -0.06103499 -0.19636105 0.11195602 0.00004646
0.88336557 0.23705155 0.32655299 0.23840092 0.00004387
0.92672676 0.01621257 0.32677144 -0.18475682 0.00004418
0.89482605 0.34385622 -0.25188813 0.13267125 0.00004313
0.92998493 0.19792126 -0.02037550 -0.30909556 0.00004729
0.88623017 0.23621668 -0.33625105 0.21385264 0.00004389
0.98618877 0.02819465 0.00612852 -0.16309272 0.00004260
0.95562840 -0.20287852 0.20717078 0.05191297 0.00004638
0.92338842 -0.18176909 -0.25189617 0.22552627 0.00004645
0.95515347 0.15911995 0.03998175 0.24650396 0.00004298
0.95378298 0.15799001 0.20251802 -0.15596056 0.00004328
0.94311178 0.07155653 0.21326697 -0.24482052 0.00004382
0.88989329 -0.15274855 -0.24558949 0.35276568 0.00004629
0.94413245 0.04710462 -0.31402907 -0.08820882 0.00004365
0.97785717 -0.13051476 -0.06534386 -0.14997153 0.00004203
0.96683371 0.07900953 -0.23754157 0.05063618 0.00004676
0.96189314 -0.06147871 0.16767198 0.20704609 0.00004311
0.95423889 0.08048332 0.28568235 -0.03655346 0.00004348
0.95426863 -0.24358845 -0.15388973 -0.07971195 0.00004401
0.92201269 0.26392961 0.15455554 -0.23737396 0.00004392
0.92293435 0.12084521 0.30353054 0.20361201 0.00004170
0.98936534 0.05059506 -0.05001043 0.12686716 0.00004314
0.91963315 -0.23075110 0.26557961 0.17463186 0.00004686
0.87304872 0.09027867 -0.33548531 -0.34217733 0.00004220
0.95998609 -0.00260961 -0.10497216 0.25961652 0.00004439
0.95791972 -0.28210968 -0.02257104 -0.04790093 0.00004610
0.92391616 -0.30053568 -0.22403641 0.07658253 0.00004642
0.92039061 0.15057285 0.12613817 0.33808002 0.00004546
0.97700500 -0.17709543 -0.11030311 0.04395096 0.00004361
0.93295598 -0.11436700 0.31161419 -0.13931942 0.00004422
0.91209394 -0.11569655 -0.25073782 0.30303383 0.00004369
0.91695106 -0.28373036 0.15143570 0.23614623 0.00004585
0.88751495 -0.28177762 -0.21815898 -0.29210493 0.00004679
0.95243526 0.23789904 0.12881440 0.14027837 0.00004620
0.91871274 0.08636367 0.30646083 0.23364490 0.00004604
0.91944015 -0.04915276 -0.31671199 -0.22783177 0.00004514
0.93694609 0.02677231 0.05983470 -0.34327117 0.00004288
0.99593085 0.08143395 -0.03726833 -0.01006585 0.00004608
0.97633946 0.00457912 0.19113933 0.10102500 0.00004539
0.88077939 -0.29242817 0.28466237 0.24016818 0.00004526
0.96008414 -0.13840805 0.24280898 -0.01120228 0.00004403
0.95638102 -0.11030897 -0.06440697 0.26271462 0.00004857
0.88655329 0.32212597 0.02865665 -0.33081254 0.00004771
0.91356283 0.24844342 0.02377972 0.32111263 0.00004199
0.98604316 0.00424780 -0.16529116 -0.01948494 0.00004711
0.89107251 0.26095259 0.34053019 -0.14809695 0.00004502
0.95597887 0.27548242 0.02633881 0.09757116 0.00004472
0.95876509 -0.19415481 0.20160945 -0.04926521 0.00004370
0.94632918 -0.04610251 0.20550226 -0.24516203 0.00004490
0.95511103 0.05613534 -0.28992578 0.02355449 0.00004723
0.91835785 -0.09018967 -0.29044163 0.25323585 0.00004385
0.94426924 -0.29724452 0.08946390 -0.10953297 0.00004191
0.94342428 -0.28240618 0.09644628 0.14455257 0.00004489
0.98264277 -0.12041579 -0.13796924 -0.02962614 0.00004454
0.89797282 -0.17103814 0.28334004 0.29001576 0.00004787
0.89337951 -0.34957293 0.27549803 -0.06142233 0.00004518
0.96241915 -0.11924982 0.03701733 0.24116100 0.00004579
0.96038055 0.00780321 -0.19754623 0.19642767 0.00004385
0.88916773 0.24069318 -0.35101792 -0.16802973 0.00004450
0.89398181 0.35191789 -0.27444166 -0.04039939 0.00004393
0.92690992 -0.28998762 -0.00515753 -0.23815662 0.00004622
0.97701842 0.02713363 -0.12810031 0.16819347 0.00004345
0.94069648 -0.29814407 -0.07551525 0.14317031 0.00004506
0.96389222 -0.01740203 -0.24400583 0.10521481 0.00004599
0.94551992 -0.17445657 0.18014115 -0.20762011 0.00004350
0.98271137 0.03255782 -0.14582017 0.10933826 0.00004401
0.93330961 0.00537302 -0.33304855 0.13410069 0.00004213
0.95989203 -0.02533551 -0.19119199 0.20349710 0.00004428
0.97565860 0.08085497 0.00844036 -0.20367008 0.00004637
0.99610519 -0.03623678 0.03527779 0.07222733 0.00004569
0.97110045 0.18439963 0.02160982 -0.14997894 0.00004314
0.91781819 0.00123729 0.18724795 -0.35006639 0.00004113
0.90644151 0.28262392 0.18106844 0.25632361 0.00004490
0.93026674 -0.26055619 0.13214999 -0.22192489 0.00004177
0.88525218 -0.18477227 0.35483733 0.23723029 0.00004460
0.97129792 -0.20432898 -0.09549931 -0.07556351 0.00004292
0.92526662 -0.02730185 0.29986933 -0.23068316 0.00003964
0.90986955 -0.10818634 -0.31676608 0.24513741 0.00004327
0.89593250 0.24749103 0.28071836 -0.23927058 0.00004390
0.96194774 0.10435906 0.15801461 -0.19696987 0.00004118
0.92987645 0.05533264 -0.27237412 0.24099874 0.00004691
0.93572694 0.16520663 -0.10356380 -0.29393271 0.00004299
0.86995304 0.19163658 -0.30928412 0.33286709 0.00004430
0.97962034 0.15066451 -0.10460527 0.08186550 0.00004455
0.89623123 0.31577903 0.06611203 -0.30443785 0.00004706
0.92603821 -0.29744542 0.21411164 0.09019808 0.00004063
0.94022638 -0.18600027 0.28526855 0.00030846 0.00004365
0.87958431 -0.23832858 -0.35068074 -0.21576361 0.00004348
0.93746328 0.17991765 -0.24257942 -0.17305325 0.00004334
0.91629100 -0.04324548 0.29731992 -0.26484245 0.00004444
0.96191353 0.04667986 -0.19427270 0.18655148 0.00004036
0.92302579 0.02446787 -0.34680447 0.16477671 0.00004386
0.87864763 -0.24934220 0.23756714 0.33070931 0.00004347
0.96451086 -0.12615924 -0.09728068 0.21056853 0.00004532
0.93632919 -0.25689715 -0.22396083 0.08445732 0.00004324
0.92213762 0.33753350 -0.17510636 0.07121183 0.00004583
0.94543654 0.12533371 -0.22999074 0.19376644 0.00004371
0.92198694 0.19339551 0.33067206 -0.05651753 0.00004700
0.97489423 0.18568479 -0.01364205 0.12213222 0.00004757
0.94866168 0.16586553 -0.13170245 0.23491308 0.00004438
0.96379912 0.06199982 -0.21785599 -0.14066270 0.00004226
0.93369383 0.22650200 -0.27601206 -0.02701873 0.00004613
0.90391976 0.28444234 0.04493793 -0.31623134 0.00004167
0.95559174 -0.23134919 -0.09518384 0.15576276 0.00004421
0.97648758 -0.14401841 0.04765300 -0.15316623 0.00004608
0.94798356 -0.17398949 -0.14317088 0.22484855 0.00004842
0.93482655 0.29012296 0.18103102 -0.09568556 0.00004856
0.94314033 0.00689138 -0.07710662 -0.32325435 0.00004335
0.94489646 0.12649453 -0.06315934 0.29526380 0.00004365
0.91179258 -0.29048729 0.05116502 -0.28571597 0.00004329
0.95147896 0.00011819 -0.14365138 0.27212518 0.00004356
0.95947671 0.05359584 0.25606933 0.10469221 0.00004353
0.90962911 0.35824275 -0.12140360 0.17175029 0.00004367
0.97404426 -0.10144843 0.03382276 -0.19950429 0.00004645
0.93616378 -0.34354004 -0.07253027 -0.01780247 0.00004643
0.88500524 -0.31097010 0.16691750 0.30364755 0.00004511
0.92029548 -0.08987401 -0.00830506 0.38067031 0.00004268
0.93151486 -0.10243414 -0.34822568 0.02293773 0.00004473
0.95335925 0.13077623 0.24615684 0.11580403 0.00004176
0.92614818 -0.11670161 -0.06660812 -0.35241118 0.00004778
0.96988183 -0.18001565 -0.13349010 0.09541512 0.00004317
0.88621300 0.00176334 -0.31585300 0.33891046 0.00004711
0.96824700 -0.23173344 0.04952321 0.07965471 0.00004113
0.90061420 -0.00749184 0.24388468 -0.35966396 0.00004500
0.99170458 0.11590306 -0.00751235 -0.05506441 0.00004653
0.94767570 -0.01239800 -0.21107882 -0.23917104 0.00004304
0.98502946 0.07065008 0.12719710 0.09244663 0.00004690
0.93262047 0.05190013 -0.20112003 -0.29508680 0.00004230
0.98439682 0.09272263 -0.13270721 -0.06895117 0.00004554
0.91977501 0.03119532 0.34500003 0.18443359 0.00004525
0.95535350 -0.01632910 0.29098734 -0.04857394 0.00004237
0.88590306 -0.07983147 -0.35267103 0.29056129 0.00004688
0.88283533 0.17297012 0.36067617 0.24616209 0.00004571
0.96580768 -0.00032680 0.16989008 -0.19583869 0.00004354
0.93163472 0.19855621 0.27205193 0.13645490 0.00004383
0.95829833 0.09901541 -0.26744887 -0.01820408 0.00004402
0.97433436 -0.22467706 -0.00606494 -0.01249080 0.00004770
0.93197763 0.23525573 -0.02541719 0.27463868 0.00004397
0.91318095 0.07466187 -0.22099404 0.33419722 0.00004292
0.93254876 0.25865358 0.15936020 0.19507810 0.00004396
0.94538885 -0.08546020 0.30966303 0.05518361 0.00004138
0.94006622 0.26804864 -0.18695875 0.09732363 0.00004819
0.94224459 -0.15531373 -0.18646958 0.23082857 0.00004463
0.89216697 0.30023831 -0.20949523 0.26458803 0.00004695
0.91746837 -0.10081340 0.35340509 0.15229359 0.00004404
0.91959429 -0.32254109 -0.20024903 0.10106377 0.00004402
0.95462048 -0.25566530 -0.09972657 -0.11571369 0.00004555
0.92023468 -0.03733966 -0.34210321 0.18638475 0.00004562
0.92375940 -0.14990872 -0.25244144 0.24590512 0.00004599
0.99401158 0.10694455 -0.00296794 -0.02224960 0.00004329
0.91842473 -0.16636595 -0.35429594 -0.05738265 0.00004266
0.92944211 0.07936352 -0.35830325 -0.03817794 0.00004457
0.92177117 0.15086880 -0.06239006 0.35168740 0.00004997
0.92340457 0.20099145 -0.26288074 -0.19447395 0.00004552
0.90660518 0.33691040 0.11897302 0.22450794 0.00004029
0.94945449 0.06041136 -0.30764675 -0.01549404 0.00004380
0.93029606 -0.30842537 0.17735936 0.08925649 0.00004539
0.93901080 0.02360367 -0.33575702 -0.07048946 0.00004900
0.87865865 -0.30592868 -0.06881305 -0.36004359 0.00004570
0.88139904 -0.31925166 -0.15903379 0.30971333 0.00004402
0.98945248 0.09864174 -0.09882665 0.03856042 0.00004662
0.96847659 -0.23865597 -0.03324018 -0.06317839 0.00004150
0.89948374 0.19525960 0.33850813 -0.19548643 0.00004068
0.87440234 0.21307029 0.35411644 0.25421092 0.00004606
0.94644624 0.09203039 -0.25632939 -0.17339312 0.00004391
0.96648997 -0.18427524 -0.00853066 -0.17851338 0.00004254
0.93996531 -0.09920079 0.25286633 0.20659883 0.00004456
0.97522259 0.07146750 0.08461957 -0.19150162 0.00004494
0.98237348 -0.00059616 -0.18530908 0.02454604 0.00004297
0.94014788 -0.13266622 0.01209283 -0.31364852 0.00004544
0.91733640 0.23775570 -0.28387752 -0.14621808 0.00004282
0.98714185 -0.15618663 -0.00213919 0.03394378 0.00004552
0.88091838 0.11029188 0.33649272 -0.31399229 0.00004577
0.97080725 -0.02066301 -0.02057020 -0.23808241 0.00004545
0.93742681 0.09457176 -0.15677845 0.29615486 0.00004217
0.90195048 0.22520868 -0.07410434 0.36093622 0.00004769
0.93298268 0.23850964 -0.26932675 0.01093681 0.00004148
0.90030801 0.33152854 -0.03552556 -0.27977178 0.00004521
0.87380308 -0.32646817 0.00299507 0.36038554 0.00004567
0.93088311 -0.23722808 0.27689275 -0.02258136 0.00004530
0.97601265 0.13474278 -0.08241135 0.14984018 0.00004441
0.90679413 -0.05209016 0.20691910 0.36358696 0.00004557
0.89433980 -0.31875762 0.10168812 -0.29700065 0.00004628
0.97976726 0.07428565 -0.11837605 -0.14326514 0.00004465
0.88093781 0.35636768 -0.12003318 -0.28730243 0.00004113
0.94215035 -0.04930288 -0.20913756 -0.25726137 0.00004375
0.92667711 0.04398223 -0.04611062 0.37041718 0.00004392
0.93452877 0.01744095 -0.11869377 0.33505753 0.00004249
0.94566327 0.31677186 -0.01125860 0.07245586 0.00004484
0.94193286 0.13150735 0.20390625 0.23214327 0.00004558
0.92664009 0.14472215 0.30811909 -0.15955022 0.00004644
0.87178028 0.29653588 0.26920250 -0.28212696 0.00004176
0.94522274 -0.12676808 -0.29265836 0.06953377 0.00004342
0.95846331 -0.27454436 0.00709667 -0.07696199 0.00004400
0.98744166 -0.11875313 -0.03164310 -0.09927412 0.00004284
0.96015960 0.00535615 0.08119355 -0.26734334 0.00004352
0.97689509 0.17402846 -0.11042433 0.05653787 0.00004406
0.96742564 -0.05443754 0.19752578 0.14868672 0.00004603
0.92814875 0.26621264 0.02090446 0.25929466 0.00004140
0.94781351 0.14711668 -0.25079581 -0.13079648 0.00004198
0.89233726 -0.34728405 0.24295491 0.15524475 0.00004479
0.92341721 -0.01664766 0.22593547 0.30980098 0.00004506
0.89307469 0.26579288 0.29981989 -0.20464543 0.00004781
0.94181120 -0.14026959 -0.27298403 0.13709795 0.00004314
0.92983443 0.05718252 0.16870402 0.32198915 0.00004892
0.96147871 0.27172306 0.04017305 0.01055165 0.00004484
0.93564337 0.23918767 0.07752316 0.24769117 0.00004541
0.89279908 0.36521572 0.06347142 0.25592712 0.00004464
0.94368410 0.13285142 0.29688814 0.06056615 0.00004403
0.88332528 0.31567004 -0.08155115 -0.33680606 0.00004323
0.89301759 -0.25621524 0.35984588 0.08593199 0.00004842
0.90100259 -0.34938848 0.25365448 0.04220668 0.00004477
0.99005497 0.09328586 -0.08331832 -0.06439685 0.00004640
0.96563625 0.01384029 -0.21283066 -0.14852005 0.00004285
0.89447600 0.34294397 -0.23489450 0.16470198 0.00004333
0.95152205 0.04360454 0.30269384 -0.03287700 0.00004375
0.93193775 0.17142583 0.25690350 -0.19001538 0.00004393
0.92154920 0.37392360 -0.09547435 -0.04257780 0.00004284
0.86624348 0.28533003 -0.20664535 -0.35426918 0.00004466
0.94939214 -0.04261928 -0.22302088 -0.21702491 0.00004519
0.91127461 0.25929892 0.17700805 -0.26647854 0.00004458
0.95529276 0.14778423 -0.25345239 0.03657050 0.00004608
0.96759230 0.05759301 0.18430628 -0.16272487 0.00004309
0.91455811 0.25658196 0.30121288 0.08378525 0.00004172
0.94177306 0.25155506 0.01974583 0.22224675 0.00004256
0.96571887 0.20326971 0.15700778 -0.03764305 0.00004178
0.96072298 -0.11916399 -0.24881123 0.03007069 0.00004468
0.95121610 0.20052712 0.20873493 -0.10680129 0.00004073
0.92542493 -0.21934009 -0.17121249 0.25722542 0.00004558
0.98920262 -0.07184781 0.08775988 -0.09281316 0.00004400
0.90024525 -0.28140232 0.21738805 0.25122428 0.00004221
0.86880159 0.34237987 0.13806316 0.32999763 0.00004438
0.96782732 0.22070554 0.01363861 -0.12005540 0.00004465
0.89238513 0.25247613 0.07799620 0.36581576 0.00004230
0.92005628 -0.37435192 0.06567407 0.09509964 0.00004571
0.93050569 0.23779826 0.21541868 0.17665204 0.00004403
0.94017488 -0.32449257 0.07546581 0.07127849 0.00004441
0.94587201 0.15861493 -0.25781685 0.11703819 0.00004434
0.87602878 -0.29823416 0.15270644 -0.34685835 0.00004484
0.96839076 -0.15318614 0.12045653 0.15570326 0.00004797
0.97414488 0.02213212 -0.20356679 0.09545925 0.00004394
0.90954322 -0.12556636 0.17436349 -0.35575494 0.00004040
0.91661239 0.03013533 -0.33419830 0.21731327 0.00004473
0.95823258 -0.26504573 -0.09487158 -0.05040282 0.00004492
0.89357340 0.18363139 0.22251935 0.34393489 0.00003959
0.91044414 -0.23947340 -0.29762143 0.15863629 0.00004632
0.96439821 0.00444874 -0.26274699 -0.02967091 0.00004551
0.90486890 0.06444325 -0.30746385 0.28727210 0.00004517
0.95806414 0.15483139 0.24024704 0.02053617 0.00004449
0.96405852 -0.10769181 -0.00634514 0.24280320 0.00004540
0.89477700 0.26378819 -0.35780162 0.04204663 0.00004580
0.98504227 -0.16880897 -0.03293967 0.01050067 0.00004413
0.98922843 0.10069747 0.03125390 0.10153962 0.00004641
0.90615654 -0.22605704 -0.07747663 0.34896401 0.00004300
0.90283275 -0.35569254 -0.08045152 0.22782311 0.00004588
0.90127450 0.16939640 -0.26133972 0.30118209 0.00004130
0.91684479 0.26522639 0.19594830 0.22506630 0.00004344
0.95468479 0.25735158 0.13552085 -0.06309655 0.00004502
0.92830729 -0.35908780 0.07628064 0.05901511 0.00004571
0.92944771 -0.32333231 0.16865982 0.05600970 0.00004463
0.95143789 -0.30179870 -0.03527819 0.04938537 0.00004136
0.91076028 -0.20149970 -0.26414889 -0.24523246 0.00004469
0.91641492 0.24485260 0.22370161 -0.22402786 0.00004366
0.93250096 -0.19123372 0.02358703 0.30547547 0.00004657
0.94127131 0.17597556 -0.16145846 -0.23868836 0.00004668
0.87327796 0.09351389 0.35211268 0.32350791 0.00004263
0.94234240 0.10765232 0.14883602 -0.27973127 0.00004696
0.92380452 -0.07299855 0.34410715 -0.15115127 0.00004138
0.92715704 -0.02328439 -0.06628842 -0.36802647 0.00004330
0.92562050 0.11426719 0.24723925 -0.26275930 0.00004340
0.94504142 -0.28372484 0.13102856 -0.09606460 0.00004500
0.97424239 -0.09788675 -0.16673958 -0.11605123 0.00004527
0.90091282 0.32639310 0.26488137 -0.10798811 0.00004539
0.94177973 0.16128308 0.26776883 0.12384912 0.00004853
0.92029089 0.34427926 0.14527377 -0.11589631 0.00004573
0.97823215 0.03035543 0.16535863 0.12164248 0.00004476
0.98742509 0.12767752 -0.00888566 -0.09279632 0.00004899
0.92848098 -0.03050917 -0.17359427 -0.32689038 0.00004829
0.96214819 0.09813705 0.02643391 0.25286597 0.00004173
0.96127164 -0.03960714 0.23660935 0.13566184 0.00004538
0.96322793 -0.16915590 -0.03036325 -0.20653398 0.00004416
0.92950970 -0.33094174 -0.12481692 -0.10445113 0.00004599
0.94908899 -0.09375395 -0.04565495 -0.29724726 0.00004524
0.99125564 -0.01734731 -0.07378718 0.10801291 0.00004812
0.91847134 -0.18640710 0.33457685 0.09859561 0.00004762
0.95463473 -0.10873529 0.27569276 -0.02902861 0.00004581
0.89402121 0.13050516 0.32181656 -0.28306988 0.00004616
0.91534191 0.03009007 0.28961104 0.27815321 0.00004716
0.94043112 -0.04995645 0.13759844 0.30685559 0.00004335
0.88803679 -0.32770982 -0.24843089 -0.20561863 0.00004205
0.92012465 0.18503551 -0.13101937 0.31932190 0.00004437
0.96277344 -0.21266358 0.15257011 0.06755677 0.00004604
0.92388397 0.34017435 0.05891041 -0.16507371 0.00004165
0.94425869 0.29588109 0.12070587 -0.07912026 0.00004468
0.93220085 -0.03612909 0.27863565 0.22816314 0.00004494
0.93499619 -0.09199913 -0.14439857 0.31059185 0.00004563
0.93568218 0.01037572 -0.31979936 -0.14872660 0.00004322
0.91583210 0.26217595 0.28547215 -0.10498065 0.00004513
0.88189530 0.30807337 -0.15519868 0.32134843 0.00004730
0.97409981 -0.20844325 -0.08714608 -0.00929891 0.00004284
0.92517388 0.10552489 0.11438794 -0.34616932 0.00004679
0.95473379 0.21936177 -0.19484906 -0.04896595 0.00004237
0.89475513 -0.02501721 -0.26071900 -0.36168075 0.00004692
0.97577316 -0.01699065 0.00183352 0.21811625 0.00004514
0.89439619 -0.19929303 -0.15705030 -0.36833817 0.00004494
0.95859885 0.00347320 0.03929651 0.28201413 0.00004489
